upc,name,price,size,brand,description,category_name,category_id,scraped_timestamp
69905807309,Mucci Farms CuteCumber Poppers Snack-Sized Cucumbers,2.99,9 OZ PKG,Mucci Farms,,Produce,2098,2025-06-19T16:30:35.213258
68826703191,Giant Yellow Potatoes,4.99,5 LB BAG,Our Brand,,Produce,2098,2025-06-19T16:30:35.214259
68826759191,Giant Mini Hass Avocados,5.99,6 CT BAG,Our Brand,,Produce,2098,2025-06-19T16:30:35.214259
7143000016,Dole Baby Spinach,5.49,10 OZ PKG,Dole,,Produce,2098,2025-06-19T16:30:35.215260
7143000089,Dole Chopped Bacon Caesar Salad Kit,2.99,10.2 OZ BAG,Dole,,Produce,2098,2025-06-19T16:30:35.216261
68826715456,Nature's Promise Organic Baby Spinach & Spring Mix,3.79,5 OZ PKG,Nature's Promise,,Produce,2098,2025-06-19T16:30:35.217261
7146401700,Bolthouse Farms Organics Sweet Petites Baby Carrots,2.99,12 OZ PKG,Bolthouse Farms,,Produce,2098,2025-06-19T16:30:35.217261
68826755884,Nature's Promise Organic Basil Fresh,2.99,1.5 OZ PKG,Nature's Promise,,Produce,2098,2025-06-19T16:30:35.218262
68826717735,Nature's Promise Organic Sweet Potatoes,4.99,3 LB BAG,Nature's Promise,,Produce,2098,2025-06-19T16:30:35.219263
85706200452,BrightFarms Local Baby Romaine Lettuce,3.79,4 OZ PKG,BrightFarms,,Produce,2098,2025-06-19T16:30:35.220264
88528225067,Nature's Promise Organic Seedless Red Grapes,7.99,APX 2 LB,Nature's Promise,,Produce,2098,2025-06-19T16:30:35.220264
68826719905,Nature's Promise Organic Mint Fresh,2.29,0.5 OZ PKG,Nature's Promise,,Produce,2098,2025-06-19T16:30:35.221265
3022304225,Taylor Farms Chopped Bacon Caesar Salad Kit,3.5,10.35 OZ BAG,Taylor Farms,,Produce,2098,2025-06-19T16:30:35.222266
24498000000,Giant Watermelon Chunks,11.98,APX 2 LB,Our Brand,,Produce,2098,2025-06-19T16:30:35.223267
4899,Curly Parsley,1.29,1 BUNCH,USDA Produce,,Produce,2098,2025-06-19T16:30:35.223267
